,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
North Carolina's,North Carolina's,GPE,-0.23750000,0.90000000,en,1.00000000,,-1,,,,,,
Selling Sunset',Selling Sunset',LOC,-0.30000000,0.70000000,en,1.00000000,,-1,,,,,,
Henderson,Henderson,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Korea’s,South Korea’s,GPE,-1.76567460,7.07281746,en,1.00000000,,-1,,,,,,
South Koreas,South Koreas,LOC,-0.33325397,2.47599206,en,1.00000000,,-1,,,,,,
Valley,Valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Coast Salish,the Coast Salish,LOC,0.29512987,0.65598846,en,1.00000000,,-1,,,,,,
Michigan,Michigan,GPE,-3.24332251,9.34400433,en,1.00000000,4115139-2,5001836,X,44.25028900,-85.50033000,NORTH-AMERICA,United States,ENA
Canadian Province,Canadian Province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
northern Manitoba,northern Manitoba,LOC,0.00000000,1.50000000,en,1.00000000,,-1,,,,,,
Cana,Cana,GPE,-0.30208333,1.32916667,en,1.00000000,,-1,,,,,,
Manitoba province,Manitoba province,GPE,0.10000000,1.60000000,en,1.00000000,,-1,,,,,,
Creighton,Creighton,GPE,-0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Manitoba Province,Manitoba Province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Central,Central,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Saskatoon,Saskatoon,GPE,0.50000000,0.79166667,en,1.00000000,,-1,,,,,,
Northern Saskatchewan,Northern Saskatchewan,LOC,0.11726190,2.60297619,en,1.00000000,,-1,,,,,,
Bake West,Bake West,GPE,0.25000000,0.33333333,en,1.00000000,,-1,,,,,,
Prairies,Prairies,LOC,0.32500000,2.34166667,en,1.00000000,,-1,,,,,,
the Edith Lake,the Edith Lake,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Sequoia,Sequoia,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
FE,FE,GPE,0.04545455,0.15151515,en,1.00000000,,-1,,,,,,
Clarno,Clarno,GPE,0.05000000,0.32500000,en,1.00000000,,-1,,,,,,
Swan Hills,Swan Hills,GPE,1.65000000,4.65000000,en,1.00000000,,-1,,,,,,
Nopiming,Nopiming,GPE,0.17500000,0.36666667,en,1.00000000,,-1,,,,,,
Tucson,Tucson,GPE,0.10000000,0.40000000,en,1.00000000,4119735-5,5318313,X,32.22173900,-110.92647900,CENTRAL-AMERICA,United States,NCA
High Park,High Park,LOC,0.12333333,0.38500000,en,1.00000000,,-1,,,,,,
SAO PAULO,SAO PAULO,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Bookara,Bookara,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Earth Fire Alliance,the Earth Fire Alliance,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Nehalem,Nehalem,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Katzie,Katzie,GPE,0.29512987,0.65598846,en,1.00000000,,-1,,,,,,
Semiahmoo,Semiahmoo,GPE,0.29512987,0.65598846,en,1.00000000,,-1,,,,,,
Pri,Pri,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Yellowhead County,Yellowhead County,GPE,0.21136364,1.52954545,en,1.00000000,,-1,,,,,,
Reaches Gulf Coast,Reaches Gulf Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Christina Lake,Christina Lake,LOC,-0.08333333,1.11666667,en,1.00000000,,-1,,,,,,
the Gulf Coast,the Gulf Coast,LOC,0.20000000,2.20000000,en,1.00000000,,-1,,,,,,
Niagara Falls,Niagara Falls,GPE,-0.00681818,0.59393939,en,1.00000000,,-1,,,,,,
North Dakota,North Dakota,GPE,-0.32500000,0.55000000,en,1.00000000,4075498-4,5690763,X,47.50027000,-100.80000000,NORTH-AMERICA,United States,CNA
the Kiskatinaw River,the Kiskatinaw River,LOC,0.08750000,2.51250000,en,1.00000000,,-1,,,,,,
Quebec,Quebec,GPE,-0.11306818,4.72310606,en,1.00000000,,-1,,,,,,
Pukatagawan,Pukatagawan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Trutch,Trutch,GPE,0.03333333,0.16666667,en,1.00000000,,-1,,,,,,
the Buckinghorse River,the Buckinghorse River,LOC,0.03333333,0.16666667,en,1.00000000,,-1,,,,,,
PG&E,PG&E,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Ohio,Ohio,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
accor,accor,GPE,0.18333333,0.55000000,en,1.00000000,,-1,,,,,,
Dakotas,Dakotas,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
Barrie,Barrie,GPE,0.50000000,0.66666667,en,1.00000000,,-1,,,,,,
Kelly Lake,Kelly Lake,LOC,0.08750000,0.51250000,en,1.00000000,,-1,,,,,,
Kiskatinaw River,Kiskatinaw River,LOC,-0.26666667,0.60000000,en,1.00000000,,-1,,,,,,
BC-Alberta,BC-Alberta,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
emergen…,emergen…,GPE,-0.06250000,0.31250000,en,1.00000000,,-1,,,,,,
Peace River,Peace River,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Saskatch,Saskatch,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Manito,Manito,GPE,-0.06666667,0.60000000,en,1.00000000,,-1,,,,,,
La Ronge,La Ronge,GPE,0.00555556,0.93333333,en,1.00000000,,-1,,,,,,
the Parker Lake,the Parker Lake,LOC,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
Whiteshell,Whiteshell,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Adam's Cove,Adam's Cove,LOC,0.40833333,0.81666667,en,1.00000000,,-1,,,,,,
the Southern United States,the Southern United States,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
los,los,GPE,0.25000000,0.27500000,en,1.00000000,,-1,,,,,,
Conception Bay,Conception Bay,LOC,-0.37500000,0.77500000,en,1.00000000,,-1,,,,,,
Canada Park,Canada Park,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
the Jerusalem Hills,the Jerusalem Hills,GPE,0.37500000,0.87500000,en,1.00000000,,-1,,,,,,
C.B.N,C.B.N,GPE,-0.27500000,0.30000000,en,1.00000000,,-1,,,,,,
Adam,Adam,GPE,-0.19055556,2.65888889,en,1.00000000,,-1,,,,,,
Cayman Islands,Cayman Islands,GPE,0.25000000,0.50000000,en,1.00000000,4310479-4,3580718,X,19.50000000,-80.66666900,CENTRAL-AMERICA,,CAR
GRAND CAYMAN,GRAND CAYMAN,GPE,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Thorhild County,Thorhild County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Boyle Fishpond,the Boyle Fishpond,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Athabasca County,Athabasca County,GPE,-0.50000000,1.50000000,en,1.00000000,,-1,,,,,,
Redwater,Redwater,GPE,-0.10000000,1.35000000,en,1.00000000,,-1,,,,,,
Snowy Mountains,Snowy Mountains,LOC,0.00000000,0.80000000,en,1.00000000,,-1,,,,,,
Truro,Truro,GPE,0.10000000,0.30000000,en,1.00000000,4370103-6,2635412,X,50.26525900,-5.05435900,EUROPE,United Kingdom,NEU
Colchester County,Colchester County,GPE,-0.15000000,0.80000000,en,1.00000000,,-1,,,,,,
Eshtaol,Eshtaol,GPE,0.00000000,0.35555556,en,1.00000000,,-1,,,,,,
Zografou,Zografou,GPE,0.07666667,0.45666667,en,1.00000000,,-1,,,,,,
Mount Hymettus,Mount Hymettus,GPE,0.21666667,0.41666667,en,1.00000000,,-1,,,,,,
Athens,Athens,GPE,2.78612915,18.01647547,en,1.00000000,4003366-1,264371,X,37.97944900,23.71621900,EUROPE-AFRICA,Greece,MED
The Northwest Territories',The Northwest Territories',GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
N.W.T.,N.W.T.,GPE,-0.77500000,4.50833333,en,1.00000000,,-1,,,,,,
Fort Smith,Fort Smith,GPE,0.45000000,1.53333333,en,1.00000000,,-1,,,,,,
Lisdoonvarna,Lisdoonvarna,GPE,0.15714286,0.41428571,en,1.00000000,,-1,,,,,,
Kilmoon,Kilmoon,GPE,0.15714286,0.41428571,en,1.00000000,,-1,,,,,,
Clare,Clare,GPE,0.23750000,0.63750000,en,1.00000000,,-1,,,,,,
north Clare,north Clare,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Small Point,Small Point,GPE,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
N.L.,N.L.,GPE,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
Lincoln County,Lincoln County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Lac du Bonnet area,the Lac du Bonnet area,LOC,0.00000000,0.66666667,en,1.00000000,,-1,,,,,,
Kenora,Kenora,GPE,-0.11250000,0.31458333,en,1.00000000,,-1,,,,,,
a Refuge From Climate Change,a Refuge From Climate Change,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Barcelona,Barcelona,GPE,0.10000000,0.40000000,en,1.00000000,4004503-1,3128760,X,41.38879000,2.15899000,EUROPE-AFRICA,Spain,MED
Akasaki district,Akasaki district,LOC,0.15000000,0.45000000,en,1.00000000,,-1,,,,,,
Nopiming Provincial Park,Nopiming Provincial Park,GPE,0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Bird River,Bird River,LOC,0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
Alexander,Alexander,GPE,0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
the Rural Municipality,the Rural Municipality,GPE,0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
the Redwater Recreation Area,the Redwater Recreation Area,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
Ocean Pond,Ocean Pond,LOC,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
Whitbourne,Whitbourne,GPE,0.30000000,1.20000000,en,1.00000000,,-1,,,,,,
Schuylerville,Schuylerville,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Fort Nelson,Fort Nelson,GPE,0.58777778,5.45555556,en,1.00000000,,-1,,,,,,
the Hudson River,the Hudson River,LOC,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Duluth,Duluth,GPE,0.06666667,1.46666667,en,1.00000000,,-1,,,,,,
Lake Superior,Lake Superior,LOC,0.06666667,0.43333333,en,1.00000000,,-1,,,,,,
LOUIS COUNTY,LOUIS COUNTY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Northern Minnesota,Northern Minnesota,GPE,-0.10375000,0.47250000,en,1.00000000,,-1,,,,,,
Princeton,Princeton,GPE,-0.25625000,0.94375000,en,1.00000000,,-1,,,,,,
Bozeman,Bozeman,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
St Louis County,St Louis County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Carbonear,Carbonear,GPE,0.04750000,1.21916667,en,1.00000000,,-1,,,,,,
CoveBlackheadBroad Cove,CoveBlackheadBroad Cove,LOC,-0.06250000,0.75416667,en,1.00000000,,-1,,,,,,
Sweden,Sweden,GPE,1.13333333,3.66666667,en,1.00000000,4077258-5,2661886,X,62.00000000,15.00000000,EUROPE,Sweden,NEU
the Eastern Seaboard,the Eastern Seaboard,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Central Canada,Central Canada,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Uiseon,Uiseon,GPE,-0.10000000,0.70000000,en,1.00000000,,-1,,,,,,
the American West,the American West,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Fresno,Fresno,GPE,-0.14583333,0.27083333,en,1.00000000,,-1,,,,,,
Yellowknife,Yellowknife,GPE,-0.08333333,0.75000000,en,1.00000000,,-1,,,,,,
Chester,Chester,GPE,0.10000000,0.80000000,en,1.00000000,4085244-1,2653228,X,53.19050000,-2.89189000,EUROPE,United Kingdom,NEU
Bucks,Bucks,GPE,0.10000000,0.80000000,en,1.00000000,,-1,,,,,,
Burlington County,Burlington County,GPE,0.10000000,0.80000000,en,1.00000000,,-1,,,,,,
Shamong,Shamong,GPE,0.10000000,0.80000000,en,1.00000000,,-1,,,,,,
Bucks County,Bucks County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Philly,Philly,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
EDMONTON,EDMONTON,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Canberra,Canberra,GPE,-0.31111111,0.46666667,en,1.00000000,4085133-3,2172517,X,-35.28345900,149.12807000,OCEANIA,Australia,SAU
Orroral Valley,Orroral Valley,LOC,-0.31111111,0.46666667,en,1.00000000,,-1,,,,,,
Prince Edward Island,Prince Edward Island,GPE,0.00000000,0.40000000,en,1.00000000,4116107-5,6113358,X,46.39805500,-63.29833300,NORTH-AMERICA,Canada,ENA
Eur…,Eur…,GPE,0.00000000,0.40000000,en,1.00000000,,-1,,,,,,
Lake City,Lake City,GPE,-0.04000000,0.09000000,en,1.00000000,,-1,,,,,,
Salt Lake City,Salt Lake City,GPE,-0.05000000,0.17500000,en,1.00000000,,-1,,,,,,
the US Northeast,the US Northeast,LOC,0.00568182,0.41477273,en,1.00000000,,-1,,,,,,
Har Nof,Har Nof,GPE,-0.13750000,0.76250000,en,1.00000000,,-1,,,,,,
Maritimes,Maritimes,GPE,0.16583333,1.32000000,en,1.00000000,,-1,,,,,,
Ore.,Ore.,GPE,0.28714286,0.95571429,en,1.00000000,,-1,,,,,,
DALLES,DALLES,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Columbia River Gorge,the Columbia River Gorge,LOC,0.40000000,1.60000000,en,1.00000000,,-1,,,,,,
Columbia River Gorge,Columbia River Gorge,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Great Lakes,Great Lakes,LOC,0.40000000,0.37500000,en,1.00000000,,-1,,,,,,
San Bernardino County,San Bernardino County,GPE,0.03333333,0.80000000,en,1.00000000,,-1,,,,,,
Southern,Southern,LOC,-0.30000000,0.30000000,en,1.00000000,,-1,,,,,,
Piiilani,Piiilani,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Snow Lake,the Snow Lake,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
colla… TORONTO,colla… TORONTO,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
national park gorge,national park gorge,LOC,-0.70000000,0.20000000,en,1.00000000,,-1,,,,,,
Kofina,Kofina,GPE,0.07500000,0.43125000,en,1.00000000,,-1,,,,,,
Chios Island,Chios Island,GPE,-0.30000000,0.47500000,en,1.00000000,,-1,,,,,,
Grecia,Grecia,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Aegean,Aegean,GPE,0.41457131,1.73179413,en,1.00000000,,-1,,,,,,
Chios,Chios,GPE,0.08667328,9.99695767,en,1.00000000,,-1,,,,,,
Eastern Shore,Eastern Shore,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ingolf,Ingolf,LOC,-0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
the Mantario Trail,the Mantario Trail,LOC,-0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
the Nome Creek Valley,the Nome Creek Valley,LOC,-0.07500000,0.19166667,en,1.00000000,,-1,,,,,,
Nome Creek,Nome Creek,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Northwest Territories,Northwest Territories,GPE,0.50000000,1.55555556,en,1.00000000,4042601-4,6091069,X,69.50060900,-121.50445000,NORTH-AMERICA,Canada,NWN
British Columbia’s,British Columbia’s,GPE,0.01666667,0.49444444,en,1.00000000,,-1,,,,,,
the Snow Lake r,the Snow Lake r,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
DUBLIN,DUBLIN,GPE,-0.04166667,0.33333333,en,1.00000000,,-1,,,,,,
the Burge Lake Provincial Park,the Burge Lake Provincial Park,LOC,0.25833333,0.62500000,en,1.00000000,,-1,,,,,,
Burge Lake Provincial Park,Burge Lake Provincial Park,LOC,0.75833333,1.12500000,en,1.00000000,,-1,,,,,,
the Fraser River,the Fraser River,LOC,0.34166667,1.59166667,en,1.00000000,,-1,,,,,,
Fraser River,Fraser River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Europ,Europ,GPE,-0.02954545,0.86818182,en,1.00000000,,-1,,,,,,
FRANKFURT,FRANKFURT,GPE,0.34090909,0.88636364,en,1.00000000,,-1,,,,,,
the Far North,the Far North,LOC,0.00486111,1.62708333,en,1.00000000,,-1,,,,,,
Silver City,Silver City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
The Golden State’s,The Golden State’s,GPE,0.30000000,0.56666667,en,1.00000000,,-1,,,,,,
Carson City,Carson City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the District of Squamish,the District of Squamish,LOC,1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Mobile County,Mobile County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Western Canada,Western Canada,LOC,-0.57146465,1.78446970,en,1.00000000,,-1,,,,,,
Aspen,Aspen,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Walton,Walton,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
AgenciesLos Angeles,AgenciesLos Angeles,GPE,0.07610390,0.55344156,en,1.00000000,,-1,,,,,,
Zaporizhzhia,Zaporizhzhia,GPE,-0.05000000,0.36250000,en,1.00000000,,-1,,,,,,
Kiskatinaw,Kiskatinaw,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
QUEBEC CITY,QUEBEC CITY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Nunavut,Nunavut,GPE,0.50000000,0.66666667,en,1.00000000,4248598-8,6091732,X,70.16783900,-90.73324900,NORTH-AMERICA,,NEN
New England,New England,LOC,0.02130682,0.35227273,en,1.00000000,,-1,,,,,,
Ravalli County,Ravalli County,GPE,0.73333333,0.73333333,en,1.00000000,,-1,,,,,,
PORTLAND,PORTLAND,GPE,-0.05285714,0.95571429,en,1.00000000,,-1,,,,,,
MINNEAPOLIS,MINNEAPOLIS,GPE,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
Yellowstone,Yellowstone,GPE,-0.20000000,0.45000000,en,1.00000000,,-1,,,,,,
Calistoga,Calistoga,GPE,-0.64583333,0.80138889,en,1.00000000,,-1,,,,,,
CALISTOGA,CALISTOGA,GPE,-0.30000000,0.20000000,en,1.00000000,,-1,,,,,,
Lower Michigan,Lower Michigan,GPE,-0.35000000,0.33333333,en,1.00000000,,-1,,,,,,
OTTAWA,OTTAWA,GPE,0.02500000,0.55000000,en,1.00000000,,-1,,,,,,
The Summit Lake,The Summit Lake,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Escondido,Escondido,GPE,0.37500000,0.41666667,en,1.00000000,,-1,,,,,,
Northern Californias,Northern Californias,LOC,0.80000000,0.90000000,en,1.00000000,,-1,,,,,,
the Northwest Territories,the Northwest Territories,LOC,0.11607143,0.47321429,en,1.00000000,,-1,,,,,,
Pukatawagan,Pukatawagan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Atlantic Ocean,the Atlantic Ocean,LOC,0.20000000,0.45000000,en,1.00000000,,-1,,,,,,
Minnesota​,Minnesota​,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Atlantic,Atlantic,LOC,0.14285714,1.78571429,en,1.00000000,,-1,,,,,,
Mati,Mati,GPE,0.10000000,0.40000000,en,1.00000000,7520268-2,3173714,X,45.25515000,7.54202000,EUROPE,Italy,WCE
Roosevelt Island,Roosevelt Island,GPE,0.22727273,0.46590909,en,1.00000000,,-1,,,,,,
Southeast Michigan,Southeast Michigan,LOC,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
the Upper Midwest,the Upper Midwest,LOC,-0.02583333,3.31750000,en,1.00000000,,-1,,,,,,
the Lower Peninsula,the Lower Peninsula,LOC,0.01111111,0.12222222,en,1.00000000,,-1,,,,,,
Sandy Lake,Sandy Lake,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cornwall,Cornwall,GPE,-0.21666667,0.51111111,en,1.00000000,4010579-9,2652355,X,50.41666600,-4.75000000,EUROPE,United Kingdom,NEU
Greater Toronto Area,Greater Toronto Area,GPE,0.22812500,0.43333333,en,1.00000000,,-1,,,,,,
the Greater Toronto Area,the Greater Toronto Area,GPE,0.22812500,0.43333333,en,1.00000000,,-1,,,,,,
Brackendale,Brackendale,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Squamish,Squamish,GPE,-0.41666667,1.83333333,en,1.00000000,,-1,,,,,,
WATERLOO,WATERLOO,GPE,-0.02813853,1.16374459,en,1.00000000,,-1,,,,,,
Saddle Hills County,Saddle Hills County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Red Lake,Red Lake,LOC,0.02777778,0.13333333,en,1.00000000,,-1,,,,,,
Québec,Québec,GPE,0.05000000,0.32000000,en,1.00000000,4103473-9,6325494,X,46.81222200,-71.21444400,NORTH-AMERICA,Canada,ENA
the Eastern US,the Eastern US,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Thompson,Thompson,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the St. Lawrence River,the St. Lawrence River,LOC,0.15714286,0.31428571,en,1.00000000,,-1,,,,,,
Ottawa-Gatineau,Ottawa-Gatineau,GPE,-0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
the Summit Lake,the Summit Lake,LOC,0.08750000,0.51250000,en,1.00000000,,-1,,,,,,
Dawson Creek,Dawson Creek,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Southern Ontario,Southern Ontario,LOC,0.11142857,0.45428571,en,1.00000000,,-1,,,,,,
Northern Ontario,Northern Ontario,GPE,0.11142857,1.45428571,en,1.00000000,,-1,,,,,,
Northern Sask,Northern Sask,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ann Arbor,Ann Arbor,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Lake Michigan,Lake Michigan,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Traverse City,Traverse City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Wennington,Wennington,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Napa Town,Napa Town,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
N.B,N.B,GPE,0.03409091,0.61363636,en,1.00000000,,-1,,,,,,
Interlake region,Interlake region,LOC,0.14314394,0.84347222,en,1.00000000,,-1,,,,,,
Interlake,Interlake,GPE,0.15000000,1.51111111,en,1.00000000,,-1,,,,,,
Riverdale,Riverdale,GPE,0.10000000,0.51666667,en,1.00000000,,-1,,,,,,
LA blaze,LA blaze,GPE,0.04545455,0.61818182,en,1.00000000,,-1,,,,,,
the Korean Demilitarized Zone,the Korean Demilitarized Zone,GPE,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
North Korea,North Korea,GPE,-0.45000000,0.90000000,en,1.00000000,,-1,,,,,,
Koreas,Koreas,GPE,-0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
DMZ,DMZ,LOC,-0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
North East Yorkshire,North East Yorkshire,LOC,-0.58333333,1.00000000,en,1.00000000,,-1,,,,,,
La Plata County,La Plata County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Greenock,Greenock,GPE,0.06666667,0.23333333,en,1.00000000,4337302-1,2647948,X,55.94838000,-4.76121000,EUROPE,,NEU
the River Clyde,the River Clyde,LOC,0.16666667,0.50000000,en,1.00000000,,-1,,,,,,
Ofunato City,Ofunato City,GPE,0.10000000,0.00000000,en,1.00000000,,-1,,,,,,
"Washington, DC","Washington, DC",GPE,0.00000000,0.40000000,en,1.00000000,4064682-8,4140963,X,38.89500000,-77.03611100,NORTH-AMERICA,United States,ENA
Donegal,Donegal,GPE,0.21428571,0.42857143,en,1.00000000,,-1,,,,,,
Co. Antrim,Co. Antrim,GPE,0.09375000,0.90000000,en,1.00000000,,-1,,,,,,
Ballymoney,Ballymoney,GPE,0.09375000,0.90000000,en,1.00000000,,-1,,,,,,
Co Down,Co Down,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
West Hills,West Hills,GPE,0.10000000,0.30000000,en,1.00000000,,-1,,,,,,
Mahnaz,Mahnaz,GPE,-0.15000000,0.40000000,en,1.00000000,,-1,,,,,,
Hilltown,Hilltown,GPE,0.43611111,0.84722222,en,1.00000000,,-1,,,,,,
Daegu,Daegu,GPE,-0.06666667,0.65555556,en,1.00000000,4105738-7,1835329,X,35.87028000,128.59110900,ASIA,South Korea,EAS
Rocky Mountains,Rocky Mountains,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Mourne Mountains,the Mourne Mountains,LOC,0.92374339,2.68915344,en,1.00000000,,-1,,,,,,
West Coast,West Coast,LOC,0.46666667,1.26666667,en,1.00000000,,-1,,,,,,
Galloway,Galloway,GPE,0.65714286,1.31428571,en,1.00000000,,-1,,,,,,
Northern Ireland,Northern Ireland,GPE,2.99861111,7.39166667,en,1.00000000,4075462-5,2641364,X,54.50000000,-6.50000000,EUROPE,United Kingdom,NEU
Camptonville,Camptonville,GPE,-0.02777778,0.34444444,en,1.00000000,,-1,,,,,,
Little Desert,Little Desert,GPE,0.15416667,0.61111111,en,1.00000000,,-1,,,,,,
Cumbernauld,Cumbernauld,GPE,0.05833333,0.50416667,en,1.00000000,,-1,,,,,,
Daylesford,Daylesford,GPE,0.20000000,0.80000000,en,1.00000000,,-1,,,,,,
Victorias,Victorias,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Hyapom,Hyapom,GPE,-0.25000000,0.40000000,en,1.00000000,,-1,,,,,,
N.J.,N.J.,GPE,0.44043561,3.68409091,en,1.00000000,,-1,,,,,,
Barnegat,Barnegat,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Pennsylvania,Pennsylvania,GPE,-0.31666667,1.85000000,en,1.00000000,4045103-3,6254927,X,40.27244900,-76.90567000,NORTH-AMERICA,United States,ENA
levele,levele,GPE,0.15000000,0.46666667,en,1.00000000,,-1,,,,,,
Los Angeles’s,Los Angeles’s,GPE,0.20000000,0.10000000,en,1.00000000,,-1,,,,,,
Flockhill Lodge,Flockhill Lodge,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
NZ,NZ,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Mount Carmel,Mount Carmel,LOC,0.30000000,0.45000000,en,1.00000000,,-1,,,,,,
Edmonton,Edmonton,GPE,0.39384921,5.05734127,en,1.00000000,,-1,,,,,,
the Southern Uplands,the Southern Uplands,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Puerto Vallarta,Puerto Vallarta,GPE,0.49393939,1.15757576,en,1.00000000,4122626-4,3991328,X,20.62040900,-105.23066000,CENTRAL-AMERICA,Mexico,NCA
